CHECK_ID,CHECK_TITLE,CHECK_SCORED,CHECK_CIS_LEVEL,CHECK_SEVERITY,CHECK_ASFF_RESOURCE_TYPE,CHECK_ALTERNATE,CHECK_ALTERNATE_check,CHECK_ASFF_COMPLIANCE_TYPE,CHECK_SERVICENAME,CHECK_RISK,CHECK_REMEDIATION,CHECK_DOC,CHECK_CAF_EPIC
7.59,[extra759] Find secrets in Lambda functions variables ,NOT_SCORED,EXTRA,Critical,AwsLambdaFunction,extra759,extra759,NA,lambda,The use of a hard-coded password increases the possibility of password guessing.  If hard-coded passwords are used; it is possible that malicious users gain access through the account in question.,Use Secrets Manager to securely provide database credentials to Lambda functions and secure the databases as well as use the credentials to connect and query them without hardcoding the secrets in code or passing them through environmental variables. ,https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html,IAM
7.95,[extra795] Ensure EKS Clusters are created with Private Endpoint Enabled and Public Access Disabled,NOT_SCORED,EXTRA,High,AwsEksCluster,extra795,extra795,NA,eks,Publicly accessible services could expose sensitive data to bad actors.,Enable private access to the Kubernetes API server so that all communication between your nodes and the API server stays within your VPC. Disable internet access to the API server.,https://docs.aws.amazon.com/eks/latest/userguide/infrastructure-security.html,Infrastructure Security
7.61,[extra761] Check if EBS Default Encryption is activated ,NOT_SCORED,EXTRA,Medium,NA,extra761,extra761,ens-mp.info.3.aws.ebs.2,ec2,If not enabled sensitive information at rest is not protected.,Enable Encryption. Use a CMK where possible. It will provide additional management and privacy benefits.,https://aws.amazon.com/premiumsupport/knowledge-center/ebs-automatic-encryption/,Data Protection
7.57,[extra757] Check EC2 Instances older than 6 months,NOT_SCORED,EXTRA,Medium,AwsEc2Instance,extra757,extra757,NA,ec2,Having old instances within your AWS account could increase the risk of having vulnerable software.,Check if software running in the instance is up to date and patched accordingly. Use AWS Systems Manager to patch instances and view patching compliance information.,https://docs.aws.amazon.com/systems-manager/latest/userguide/viewing-patch-compliance-results.html,Infrastructure Security
7.68,[extra768] Find secrets in ECS task definitions environment variables ,NOT_SCORED,EXTRA,Critical,AwsEcsTaskDefinition,extra768,extra768,NA,ecs,The use of a hard-coded password increases the possibility of password guessing. If hard-coded passwords are used; it is possible that malicious users gain access through the account in question.,Use Secrets Manager or Parameter Store to securely provide credentials to containers without hardcoding the secrets in code or passing them through environment variables.,https://docs.aws.amazon.com/AmazonECS/latest/developerguide/specifying-sensitive-data.html,Logging and Monitoring
7.50,[extra750] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MySQL port 3306,NOT_SCORED,EXTRA,High,AwsEc2SecurityGroup,extra750,extra750,ens-mp.com.4.aws.sg.7,ec2,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security
7.33,[extra733] Check if there are SAML Providers then STS can be used,NOT_SCORED,EXTRA,Low,NA,extra733,extra733,ens-op.acc.1.aws.iam.1,iam,Without SAML provider users with AWS CLI or AWS API access can use IAM static credentials. SAML helps users to assume role by default each time they authenticate.,Enable SAML provider and use temporary credentials. You can use temporary security credentials to make programmatic requests for AWS resources using the AWS CLI or AWS API (using the AWS SDKs ). The temporary credentials provide the same permissions that you have with use long-term security credentials such as IAM user credentials. In case of not having SAML provider capabilities prevent usage of long-lived credentials.,https://docs.aws.amazon.com/STS/latest/APIReference/API_AssumeRoleWithSAML.html,IAM
7.34,[extra734] Check if S3 buckets have default encryption (SSE) enabled or use a bucket policy to enforce it,NOT_SCORED,EXTRA,Medium,AwsS3Bucket,extra734,extra734,ens-mp.info.3.s3.1,s3,Amazon S3 default encryption provides a way to set the default encryption behavior for an S3 bucket. This will ensure data-at-rest is encrypted.,Ensure that S3 buckets has encryption at rest enabled.,https://docs.aws.amazon.com/AmazonS3/latest/dev/bucket-encryption.html,Data Protection
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://docs.aws.amazon.com/eks/latest/userguide/sec-group-reqs.html',Infrastructure Securit",NA
7.51,[extra751] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to Postgres port 5432,NOT_SCORED,EXTRA,High,AwsEc2SecurityGroup,extra751,extra751,ens-mp.com.4.aws.sg.8,ec2,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security
7.69,[extra769] Check if IAM Access Analyzer is enabled and its findings ,NOT_SCORED,EXTRA,High,NA,extra769,extra769,NA,accessanalyzer,AWS IAM Access Analyzer helps you identify the resources in your organization and accounts; such as Amazon S3 buckets or IAM roles; that are shared with an external entity. This lets you identify unintended access to your resources and data; which is a security risk. IAM Access Analyzer uses a form of mathematical analysis called automated reasoning; which applies logic and mathematical inference to determine all possible access paths allowed by a resource policy.,Enable IAM Access Analyzer for all accounts; create analyzer and take action over it is recommendations (IAM Access Analyzer is available at no additional cost).,https://docs.aws.amazon.com/IAM/latest/UserGuide/what-is-access-analyzer.html,IAM
7.60,[extra760] Find secrets in Lambda functions code ,NOT_SCORED,EXTRA,Critical,AwsLambdaFunction,extra760,extra760,NA,lambda,The use of a hard-coded password increases the possibility of password guessing.  If hard-coded passwords are used; it is possible that malicious users gain access through the account in question.,Use Secrets Manager to securely provide database credentials to Lambda functions and secure the databases as well as use the credentials to connect and query them without hardcoding the secrets in code or passing them through environmental variables. ,https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html,IAM
7.94,[extra794] Ensure EKS Control Plane Audit Logging is enabled for all log types,NOT_SCORED,EXTRA,Medium,AwsEksCluster,extra794,extra794,NA,eks,If logs are not enabled; monitoring of service use and threat analysis is not possible.,Make sure you logging for EKS control plane is enabled.,https://docs.aws.amazon.com/eks/latest/userguide/logging-monitoring.html,Logging and Monitoring
7.93,[extra793] Check if Elastic Load Balancers have SSL listeners ,NOT_SCORED,EXTRA,Medium,AwsElbLoadBalancer,extra793,extra793,ens-mp.com.2.aws.elb.1,elb,Clear text communication could affect privacy of information in transit.,Scan for Load Balancers with HTTP or TCP listeners and understand the reason for each of them. Check if the listener can be implemented as TLS instead.,https://docs.aws.amazon.com/elasticloadbalancing/latest/application/create-https-listener.html,Data Protection
7.67,[extra767] Check if CloudFront distributions have Field Level Encryption enabled ,NOT_SCORED,EXTRA,Low,AwsCloudFrontDistribution,extra767,extra767,NA,cloudfront,Allows you protect specific data throughout system processing so that only certain applications can see it.,Check if applicable to any sensitive data. This encryption ensures that only applications that need the data—and have the credentials to decrypt it - are able to do so.,https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/field-level-encryption.html,Data Protection
7.58,[extra758] Check EC2 Instances older than 12 months ,NOT_SCORED,EXTRA,Medium,AwsEc2Instance,extra758,extra758,NA,ec2,Having old instances within your AWS account could increase the risk of having vulnerable software.,Check if software running in the instance is up to date and patched accordingly. Use AWS Systems Manager to patch instances and view patching compliance information.,https://docs.aws.amazon.com/systems-manager/latest/userguide/viewing-patch-compliance-results.html,Infrastructure Security
7.108,[extra7108] Check if Amazon SageMaker Training jobs have volume and output with KMS encryption enabled,NOT_SCORED,EXTRA,Medium,AwsSageMakerNotebookInstance,extra7108,extra7108,NA,sagemaker,Data exfiltration could happen if information is not protected. KMS keys provide additional security level to IAM policies.,Specify AWS KMS keys to use for input and output from S3 and EBS.,https://docs.aws.amazon.com/sagemaker/latest/dg/key-management.html,Data Protection
7.137,[extra7137] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to Windows SQL Server ports 1433 or 1434,NOT_SCORED,EXTRA,High,AwsEc2SecurityGroup,extra7137,extra7137,NA,ec2,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security
7.130,[extra7130] Ensure there are no SNS Topics unencrypted,NOT_SCORED,EXTRA,Medium,AwsSnsTopic,extra7130,extra7130,NA,sns,If not enabled sensitive information at rest is not protected.,Use Amazon SNS with AWS KMS.,https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html,Data Protection
4.4,"[check44] Ensure routing tables for VPC peering are \""least access\""",NOT_SCORED,LEVEL2,Medium,AwsEc2Vpc,check44,check44,NA,vpc,Being highly selective in peering routing tables is a very effective way of minimizing the impact of breach as resources outside of these routes are inaccessible to the peered VPC.,Review routing tables of peered VPCs for whether they route all subnets of each VPC and whether that is necessary to accomplish the intended purposes for peering the VPCs.,https://docs.aws.amazon.com/vpc/latest/peering/peering-configurations-partial-access.html,Infrastructure Security
7.139,[extra7139] There are High severity GuardDuty findings ,NOT_SCORED,EXTRA,High,AwsGuardDutyDetector,extra7139,extra7139,NA,guardduty,If critical findings are not addressed threats can spread in the environment.,Review and remediate critical GuardDuty findings as quickly as possible.,https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html,Incident Response
7.106,[extra7106] Check if Amazon SageMaker Models have VPC settings configured,NOT_SCORED,EXTRA,Medium,AwsSageMakerModel,extra7106,extra7106,NA,sagemaker,This could provide an avenue for unauthorized access to your data.,Restrict which traffic can access by launching Studio in a Virtual Private Cloud (VPC) of your choosing.,https://docs.aws.amazon.com/sagemaker/latest/dg/studio-notebooks-and-internet-access.html,Infrastructure Security
4.3,[check43] Ensure the default security group of every VPC restricts all traffic,SCORED,LEVEL2,High,AwsEc2SecurityGroup,check43,check43,ens-mp.com.4.aws.sg.1,ec2,Even having a perimeter firewall; having security groups open allows any user or malware with vpc access to scan for well known and sensitive ports and gain access to instance.,Apply Zero Trust approach. Implement a process to scan and remediate unrestricted or overly permissive security groups. Recommended best practices is to narrow the definition for the minimum ports required.,https://docs.aws.amazon.com/eks/latest/userguide/sec-group-reqs.html,Infrastructure Security
7.101,[extra7101] Check if Amazon Elasticsearch Service (ES) domains have audit logging enabled,NOT_SCORED,EXTRA,Low,AwsElasticsearchDomain,extra7101,extra7101,NA,es,If logs are not enabled; monitoring of service use and threat analysis is not possible.,Make sure you are logging information about Amazon Elasticsearch Service operations.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/audit-logs.html,Logging and Monitoring
7.155,[extra7155] Check whether the Application Load Balancer is configured with defensive or strictest desync mitigation mode,NOT_SCORED,EXTRA,Medium,AwsElasticLoadBalancingV2LoadBalancer,extra7155,extra7155,NA,elb,HTTP Desync issues can lead to request smuggling and make your applications vulnerable to request queue or cache poisoning; which could lead to credential hijacking or execution of unauthorized commands.,Ensure Application Load Balancer is configured with defensive or strictest desync mitigation mode,https://aws.amazon.com/about-aws/whats-new/2020/08/application-and-classic-load-balancers-adding-defense-in-depth-with-introduction-of-desync-mitigation-mode/,Data Protection
2.8,[check28] Ensure rotation for customer created KMS CMKs is enabled,SCORED,LEVEL2,Medium,AwsKmsKey,check28,check28,NA,kms,Cryptographic best practices discourage extensive reuse of encryption keys. Consequently; Customer Master Keys (CMKs) should be rotated to prevent usage of compromised keys.,For every KMS Customer Master Keys (CMKs); ensure that Rotate this key every year is enabled.,https://docs.aws.amazon.com/kms/latest/developerguide/rotate-keys.html,Data Protection
1.7,[check17] Ensure IAM password policy require at least one symbol,SCORED,LEVEL1,Medium,NA,check17,check17,NA,iam,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,"Ensure ""Require at least one non-alphanumeric character"" is checked under ""Password Policy"".",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM
7.152,[extra7152] Enable Privacy Protection for for a Route53 Domain (us-east-1 only),NOT_SCORED,EXTRA,Medium,AwsRoute53Domain,extra7152,extra7152,NA,route53,Without privacy protection enabled; ones personal information is published to the public WHOIS database,Ensure default Privacy is enabled,https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/domain-privacy-protection.html,Data Protection
1.9,[check19] Ensure IAM password policy requires minimum length of 14 or greater,SCORED,LEVEL1,Medium,NA,check19,check19,NA,iam,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,"Ensure ""Minimum password length"" is set to 14 or greater.",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM
7.190,[extra7190] Ensure user maximum session duration is no longer than 10 hours.,NOT_SCORED,EXTRA,Medium,AmazonAppStream,extra7190,extra7190,NA,appstream,Having a session duration lasting longer than 10 hours should not be necessary and if running for any malicious reasons provides a greater time for usage than should be allowed.,Change the Maximum session duration is set to 600 minutes or less for the AppStream Fleet,https://docs.aws.amazon.com/appstream2/latest/developerguide/set-up-stacks-fleets.html,Infrastructure Security
7.164,[extra7164] Check if CloudWatch log groups are protected by AWS KMS ,NOT_SCORED,EXTRA,Medium,Logs,extra7164,NA,NA,logs,Using customer managed KMS to encrypt CloudWatch log group provide additional confidentiality and control over the log data,Associate KMS Key with Cloudwatch log group.,https://docs.aws.amazon.com/cli/latest/reference/logs/associate-kms-key.html,Data Protection
2.6,[check26] Ensure S3 bucket access logging is enabled on the CloudTrail S3 bucket,SCORED,LEVEL1,Medium,AwsS3Bucket,check26,check26,NA,s3,Server access logs can assist you in security and access audits; help you learn about your customer base; and understand your Amazon S3 bill.,Ensure that S3 buckets have Logging enabled. CloudTrail data events can be used in place of S3 bucket logging. If that is the case; this finding can be considered a false positive.,https://docs.aws.amazon.com/AmazonS3/latest/dev/security-best-practices.html,Logging and Monitoring
7.163,[extra7163] Check if Secrets Manager key rotation is enabled,NOT_SCORED,EXTRA,Medium,AwsSecretsManagerSecret,extra7163,NA,NA,secretsmanager,Rotating secrets minimizes exposure to attacks using stolen keys.,Enable key rotation on Secrets Manager key.,https://docs.aws.amazon.com/secretsmanager/latest/userguide/rotating-secrets_strategies.html,Data Protection
2.1,[check21] Ensure CloudTrail is enabled in all regions,SCORED,LEVEL1,High,AwsCloudTrailTrail,check21,check21,ens-op.acc.7.aws.iam.1 ens-op.mon.1.aws.trail.1,cloudtrail,AWS CloudTrail is a web service that records AWS API calls for your account and delivers log files to you. The recorded information includes the identity of the API caller; the time of the API call; the source IP address of the API caller; the request parameters; and the response elements returned by the AWS service.,Ensure Logging is set to ON on all regions (even if they are not being used at the moment.,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrailconcepts.html#cloudtrail-concepts-management-events,Logging and Monitoring
4.2,[check42] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to port 3389,SCORED,LEVEL2,High,AwsEc2SecurityGroup,check42,check42,ens-mp.com.4.aws.sg.5,ec2,Even having a perimeter firewall; having security groups open allows any user or malware with vpc access to scan for well known and sensitive ports and gain access to instance.,Apply Zero Trust approach. Implement a process to scan and remediate unrestricted or overly permissive security groups. Recommended best practices is to narrow the definition for the minimum ports required.,https://docs.aws.amazon.com/eks/latest/userguide/sec-group-reqs.html,Infrastructure Security
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.100,[extra7100] Ensure that no custom IAM policies exist which allow permissive role assumption (e.g. sts:AssumeRole on *),NOT_SCORED,EXTRA,Critical,AwsIamPolicy,extra7100,extra7100,ens-op.acc.2.aws.iam.1,iam,If not restricted unintended access could happen.,Use the least privilege principle when granting permissions.,https://docs.aws.amazon.com/STS/latest/APIReference/API_AssumeRole.html,IAM
7.138,[extra7138] Ensure no Network ACLs allow ingress from 0.0.0.0/0 to any port,NOT SCORED,LEVEL2,High,AwsEc2NetworkAcl,extra7138,extra7138,NA,ec2,Even having a perimeter firewall; having network acls open allows any user or malware with vpc access to scan for well known and sensitive ports and gain access to instance.,Apply Zero Trust approach. Implement a process to scan and remediate unrestricted or overly permissive network acls. Recommended best practices is to narrow the definition for the minimum ports required.,https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html,Infrastructure Security
4.5,[check45] Ensure no Network ACLs allow ingress from 0.0.0.0/0 to SSH port 22,SCORED,LEVEL2,High,AwsEc2NetworkAcl,check45,check45,NA,ec2,Even having a perimeter firewall; having network acls open allows any user or malware with vpc access to scan for well known and sensitive ports and gain access to instance.,Apply Zero Trust approach. Implement a process to scan and remediate unrestricted or overly permissive network acls. Recommended best practices is to narrow the definition for the minimum ports required.,https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html,Infrastructure Security
7.107,[extra7107] Check if Amazon SageMaker Training jobs have intercontainer encryption enabled,NOT_SCORED,EXTRA,Medium,AwsSageMakerNotebookInstance,extra7107,extra7107,NA,sagemaker,If not restricted unintended access could happen.,Internetwork communications support TLS 1.2 encryption between all components and clients.,https://docs.aws.amazon.com/sagemaker/latest/dg/interface-vpc-endpoint.html,Data Protection
7.131,[extra7131] Ensure RDS instances have minor version upgrade enabled,NOT_SCORED,EXTRA,Low,AwsRdsDbInstance,extra7131,extra7131,NA,rds,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security
7.109,[extra7109] Check if Amazon SageMaker Training jobs have network isolation enabled,NOT_SCORED,EXTRA,Medium,AwsSageMakerNotebookInstance,extra7109,extra7109,NA,sagemaker,This could provide an avenue for unauthorized access to your data.,Restrict which traffic can access by launching Studio in a Virtual Private Cloud (VPC) of your choosing.,https://docs.aws.amazon.com/sagemaker/latest/dg/interface-vpc-endpoint.html,Infrastructure Security
7.136,[extra7136] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to Telnet port 23,NOT_SCORED,EXTRA,High,AwsEc2SecurityGroup,extra7136,extra7136,NA,ec2,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security
7.162,[extra7162] Check if CloudWatch Log Groups have a retention policy of at least 365 days,NOT_SCORED,EXTRA,Medium,AwsLogsLogGroup,extra7162,extra7162,NA,cloudwatch,If log groups have a low retention policy of less than 365 days; crucial logs and data can be lost,Add Log Retention policy of at least 365 days to log groups. This will persist logs and traces for a long time.,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/AWS_Logs.html,Data Retention
7.165,[extra7165] Check if DynamoDB: DAX Clusters are encrypted at rest,NOT_SCORED,EXTRA,Medium,AwsDaxCluster,extra7165,extra7165,NA,dynamodb,Encryption at rest provides an additional layer of data protection by securing your data from unauthorized access to the underlying storage.,Re-create the cluster to enable encryption at rest if it was not enabled at creation.,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/DAXEncryptionAtRest.html,Data Protection
7.191,[extra7191] Ensure session disconnect timeout is set to 5 minutes or less.,NOT_SCORED,EXTRA,Medium,AmazonAppStream,extra7191,extra7191,NA,appstream,"Disconnect timeout in minutes, is the amount of of time that a streaming session remains active after users disconnect.",Change the Disconnect timeout to 5 minutes or less for the AppStream Fleet,https://docs.aws.amazon.com/appstream2/latest/developerguide/set-up-stacks-fleets.html,Infrastructure Security
1.8,[check18] Ensure IAM password policy require at least one number,SCORED,LEVEL1,Medium,NA,check18,check18,NA,iam,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,"Ensure ""Require at least one number "" is checked under ""Password Policy"".",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM
2.7,[check27] Ensure CloudTrail logs are encrypted at rest using KMS CMKs,SCORED,LEVEL2,Medium,AwsCloudTrailTrail,check27,check27,ens-op.exp.10.aws.trail.5,cloudtrail,By default; the log files delivered by CloudTrail to your bucket are encrypted by Amazon server-side encryption with Amazon S3-managed encryption keys (SSE-S3). To provide a security layer that is directly manageable; you can instead use server-side encryption with AWS KMS–managed keys (SSE-KMS) for your CloudTrail log files.,This approach has the following advantages: You can create and manage the CMK encryption keys yourself. You can use a single CMK to encrypt and decrypt log files for multiple accounts across all regions. You have control over who can use your key for encrypting and decrypting CloudTrail log files. You can assign permissions for the key to the users. You have enhanced security.,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/encrypting-cloudtrail-log-files-with-aws-kms.html,Logging and Monitoring
7.153,[extra7153] Enable Transfer Lock for a Route53 Domain (us-east-1 only),NOT_SCORED,EXTRA,Medium,AwsRoute53Domain,extra7153,extra7153,NA,route53,Without transfer lock enabled; a domain name could be incorrectly moved to a new registrar,Ensure transfer lock is enabled,https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/domain-lock.html,Data Protection
1.1,[check11] Avoid the use of the root account,SCORED,LEVEL1,High,NA,check11,check11,NA,iam,"The ""root"" account has unrestricted access to all resources in the AWS account. It is highly recommended that the use of this account be avoided.",Follow the remediation instructions of the Ensure IAM policies are attached only to groups or roles recommendation.,http://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html,IAM
2.9,[check29] Ensure VPC Flow Logging is Enabled in all VPCs,SCORED,LEVEL2,Medium,AwsEc2Vpc,check29,check29,ens-op.mon.1.aws.flow.1,vpc,VPC Flow Logs provide visibility into network traffic that traverses the VPC and can be used to detect anomalous traffic or insight during security workflows.,"It is recommended that VPC Flow Logs be enabled for packet ""Rejects"" for VPCs. ",http://docs.aws.amazon.com/AmazonVPC/latest/UserGuide/flow-logs.html ,Logging and Monitoring
7.154,[extra7154] Enable termination protection for Cloudformation Stacks,NOT_SCORED,EXTRA,Medium,AwsCloudFormationStack,extra7154,extra7154,NA,cloudformation,Without termination protection enabled; a critical cloudformation stack can be accidently deleted.,Ensure termination protection is enabled for the cloudformation stacks,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/using-cfn-protect-stacks.html,Infrastructure Protection
1.6,[check16] Ensure IAM password policy require at least one lowercase letter,SCORED,LEVEL1,Medium,NA,check16,check16,NA,iam,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,"Ensure ""Requires at least one lowercase letter"" is checked under ""Password Policy"".",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM
